# Очередь приёмки слов разговорного регистра. Одна строка — одно слово-кандидат.
# Источник и метод: docs/CORPUS.md, решение по OpenSubtitles — docs/CORPUS-OS.md.
# Слова НЕ добавлены ни в один поставляемый словарь.
#
# approved заполняет ТОЛЬКО оператор лично, поимённо. Генератор всегда пишет её пустой;
# правило записано в docs/TATAR-REVIEW-QUEUE.tsv: словарные наборы — не строки интерфейса.
# approved: (пусто) | yes | no
#
# Сортировка — по убыванию пользы: сначала heldout_hits (сколько раз слово встретилось в
# отложенной разговорной выборке, не участвовавшей в его ранжировании), затем train_freq.
# Список длинный намеренно: можно идти сверху вниз и остановиться в любой момент.
#
# heldout_hits  — вхождений в отложенной разговорной выборке (10 % строк, после дедупликации)
# train_freq    — вхождений в обучающей части разговорных корпусов, ВСЕХ вместе
# train_freq_clean — из них вхождений только в корпусах с чистой лицензией (Tatoeba). Именно
#                 это число останется, если решение по OpenSubtitles отменят. Ноль означает,
#                 что слово держится на одних субтитрах, даже когда license_status = clean:
#                 метка clean говорит, что словоформа встречается в Tatoeba, а НЕ что её
#                 частота получена без OpenSubtitles.
# sources       — из каких корпусов слово пришло
# cap_ratio     — доля вхождений с заглавной буквы НЕ в начале строки; чем ближе к 1,
#                 тем вероятнее это имя собственное, проскочившее фильтр. 0.00 — чисто.
# enters_top100k — вошло бы слово в top-100k при слиянии частот (нижняя оценка)
# license_status — под какой лицензией слово получено:
#   clean:CC-BY-2.0-FR      — Tatoeba, грант есть
#   risk-accepted:no-grant  — слово встречается только в OpenSubtitles. Лицензионного гранта у
#                             OpenSubtitles нет вообще: это не «неясная» лицензия, а
#                             отсутствующая. Оператор 2026-08-24 решил взять источник, зная это.
#                             Строка помечена, чтобы происхождение слова оставалось видно;
#                             вычитывается она наравне с чистыми.
# Слова, встречающиеся ТОЛЬКО в QED (research only) или TED2020 (CC BY-NC-ND), в очередь
# не попадают вовсе: их нельзя принять ни при каком решении оператора, и держать их здесь
# значило бы тратить его время. Их число указано в docs/CORPUS.md.
#
# Не попадают и слова, которые не доходят до top-100k даже при ВЕРХНЕЙ границе интервала
# частот: отсечка словаря жёстко 100 000 записей, такое слово не войдёт в ассет ни при каком
# допущении, и вычитывать его — работа, которая ничего не изменит. Сколько таких слов
# отброшено, печатает сам генератор и записано в docs/CORPUS-OS.md.
word	heldout_hits	train_freq	train_freq_clean	sources	license_status	cap_ratio	enters_top100k	approved	reviewer	review_date	note
резинкой	22	160	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
умыслом	22	160	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
шевелюра	22	160	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
яй	22	160	0	OpenSubtitles	risk-accepted:no-grant	0.11	yes				
бумажках	22	159	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
вколола	22	159	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
глянешь	22	159	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
головореза	22	159	0	OpenSubtitles	risk-accepted:no-grant	0.07	yes				
иголками	22	159	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
излишеств	22	159	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
сёрфингом	22	159	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
вцепиться	22	158	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
галька	22	158	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.40	yes				
клингона	22	158	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.29	yes				
окружат	22	158	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
прогнила	22	158	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
священно	22	158	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
сомкнула	22	158	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
тиара	22	158	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.26	yes				
хефе	22	158	0	OpenSubtitles	risk-accepted:no-grant	0.67	yes				
домовладелица	22	157	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes				
обжёг	22	157	34	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
отпрыска	22	157	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
позволительно	22	157	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
спьяну	22	157	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
шепчу	22	157	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes				
блошиный	22	156	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
гемоглобин	22	156	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
делила	22	156	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes				
дерут	22	156	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
диетический	22	156	0	OpenSubtitles	risk-accepted:no-grant	0.03	yes				
дружескую	22	156	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
кромешная	22	156	11	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
отбросит	22	156	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
отрезало	22	156	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
радужные	22	156	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.03	yes				
свернуться	22	156	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
стеречь	22	156	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
тамплиеры	22	156	0	OpenSubtitles	risk-accepted:no-grant	0.26	yes				
шастает	22	156	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
великолепными	22	155	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
зацепились	22	155	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
крутому	22	155	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.04	yes				
подавленный	22	155	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
станцует	22	155	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
хранилищу	22	155	0	OpenSubtitles	risk-accepted:no-grant	0.08	yes				
горгулий	22	154	0	OpenSubtitles	risk-accepted:no-grant	0.76	yes				
йамеис	22	154	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
мяукает	22	154	25	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.03	yes				
неблагодарность	22	154	9	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
перепугал	22	154	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
подстригся	22	154	9	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
сторожит	22	154	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
трясся	22	154	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
фармацевта	22	154	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.03	yes				
чертенок	22	154	0	OpenSubtitles	risk-accepted:no-grant	0.04	yes				
шубе	22	154	8	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
юнцом	22	154	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
втянулся	22	153	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
затянула	22	153	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
привыкания	22	153	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
резво	22	153	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
аборте	22	152	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes				
днюху	22	152	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
клоунский	22	152	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.04	yes				
полнейшее	22	152	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
расплатимся	22	152	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
ушиблись	22	152	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
вышине	22	151	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
доказательствам	22	151	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
застанут	22	151	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
оглушил	22	151	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
подвозит	22	151	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
серенады	22	151	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.03	yes				
гримом	22	150	0	OpenSubtitles	risk-accepted:no-grant	0.04	yes				
киской	22	150	0	OpenSubtitles	risk-accepted:no-grant	0.09	yes				
колотых	22	150	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
ланче	22	150	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
набираете	22	150	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
отрабатываю	22	150	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes				
пищать	22	150	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
порезвиться	22	150	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
правиле	22	150	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.03	yes				
предательницей	22	150	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
рассаживайтесь	22	150	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
зверек	22	149	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
кулинарная	22	149	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.06	yes				
отбросьте	22	149	0	OpenSubtitles	risk-accepted:no-grant	0.05	yes				
подскочило	22	149	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
вечеринкам	22	148	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
кашляешь	22	148	8	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
командующая	22	148	0	OpenSubtitles	risk-accepted:no-grant	0.47	yes				
нерешительный	22	148	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
ночевку	22	148	0	OpenSubtitles	risk-accepted:no-grant	0.03	yes				
призракам	22	148	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.03	yes				
прославится	22	148	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
раскопала	22	148	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
терпеливее	22	148	22	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
чтобьы	22	148	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
этаким	22	148	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
впечатлять	22	147	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
гейт	22	147	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.78	yes				
копченый	22	147	0	OpenSubtitles	risk-accepted:no-grant	0.05	yes				
подрастёт	22	147	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
снобов	22	147	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
безответственные	22	146	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
выпендриться	22	146	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
гениями	22	146	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
задоринки	22	146	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
залегли	22	146	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
наготовила	22	146	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
пенки	22	146	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
поливаешь	22	146	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
попомни	22	146	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
приветы	22	146	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
ручках	22	146	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
самолетик	22	146	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.04	yes				
наводила	22	145	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
оплачиваем	22	145	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
погружаешься	22	145	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
прихватите	22	145	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
ушлёпок	22	145	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes				
перепродать	22	144	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
пощадила	22	144	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
приглядывайте	22	144	11	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
радиосигнал	22	144	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
хрю	22	144	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.24	yes				
безвкусный	22	143	7	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
ведёрко	22	143	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
воплей	22	143	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
мля	22	143	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.04	yes				
одиночное	22	143	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
отбеливателем	22	143	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
отблеск	22	143	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes				
поющая	22	143	0	OpenSubtitles	risk-accepted:no-grant	0.09	yes				
колымага	22	142	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
куни	22	142	0	OpenSubtitles	risk-accepted:no-grant	0.42	yes				
оформляй	22	142	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
проживи	22	142	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.04	yes				
сцапали	22	142	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
улизнула	22	142	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
эндорфины	22	142	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
берди	22	141	0	OpenSubtitles	risk-accepted:no-grant	0.75	yes				
изотопы	22	141	0	OpenSubtitles	risk-accepted:no-grant	0.09	yes				
осматриваем	22	141	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
любезное	22	140	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
незаконнорожденный	22	140	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
предугадывать	22	140	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
рбсбкблю	22	140	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
атропин	22	139	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes				
близняшка	22	139	0	OpenSubtitles	risk-accepted:no-grant	0.06	yes				
засиделась	22	139	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
перегаром	22	139	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
перекуси	22	139	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
взломщика	22	138	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
непревзойденный	22	138	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.05	yes				
позанимаюсь	22	138	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
радикал	22	138	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.16	yes				
рэнк	22	138	0	OpenSubtitles	risk-accepted:no-grant	0.09	yes				
симбионт	22	138	0	OpenSubtitles	risk-accepted:no-grant	0.03	yes				
религиозны	22	137	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
бутылкам	22	136	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
влюблённость	22	136	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
мамма	22	136	0	OpenSubtitles	risk-accepted:no-grant	0.77	yes				
напейся	22	136	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
эрудит	22	136	11	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.60	yes				
обманный	22	135	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
парковался	22	135	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
пилотку	22	135	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes				
позанимаемся	22	135	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
прогуливается	22	135	14	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
растление	22	135	0	OpenSubtitles	risk-accepted:no-grant	0.03	yes				
упокоиться	22	135	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
агнца	22	134	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.27	yes				
кобыле	22	134	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
можеть	22	134	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
мото	22	134	0	OpenSubtitles	risk-accepted:no-grant	0.74	yes				
разведи	22	134	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
удостоверимся	22	134	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
выменял	22	133	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
кулаках	22	133	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
обхвати	22	133	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes				
погадать	22	133	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
скроешься	22	133	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
впутала	22	132	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
закопай	22	132	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
очевидность	22	132	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.53	yes				
хрюкает	22	132	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.12	yes				
бодаться	22	131	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
водились	22	131	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
подымайся	22	131	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
сленге	22	131	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
кубинцев	22	130	0	OpenSubtitles	risk-accepted:no-grant	0.03	yes				
струнке	22	130	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
доверчив	22	129	23	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
кофейном	22	129	0	OpenSubtitles	risk-accepted:no-grant	0.04	yes				
башмачки	22	128	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.06	yes				
бея	22	128	0	OpenSubtitles	risk-accepted:no-grant	0.67	yes				
бюьх	22	128	0	OpenSubtitles	risk-accepted:no-grant	0.63	yes				
гепарин	22	128	0	OpenSubtitles	risk-accepted:no-grant	0.04	yes				
лхп	22	128	0	OpenSubtitles	risk-accepted:no-grant	0.72	yes				
питаетесь	22	128	10	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
тортика	22	128	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
исуса	22	127	23	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.38	yes				
метеоритного	22	127	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
киснуть	22	126	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
подзатыльник	22	126	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
промышляет	22	126	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
вытирают	22	125	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
канате	22	125	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
мужиках	22	125	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
отчислят	22	125	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
предсказуема	22	125	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
сыплются	22	125	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
вулканский	22	124	0	OpenSubtitles	risk-accepted:no-grant	0.09	yes				
поддастся	22	124	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
выбились	22	123	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
разорена	22	123	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
невообразимые	22	122	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
прославишься	22	122	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
незапертой	22	121	29	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
редьки	22	121	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
ясном	22	121	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
ликовать	22	120	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
лондонские	22	120	0	OpenSubtitles	risk-accepted:no-grant	0.20	yes				
опубликуешь	22	120	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
правдивое	22	120	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
кадриль	22	119	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
кокосовым	22	117	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
приемчики	22	117	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
чаёк	22	117	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
дыхательный	22	116	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
ожить	22	115	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes				
продавщицы	22	115	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.03	yes				
дикому	22	114	0	OpenSubtitles	risk-accepted:no-grant	0.27	yes				
жезлом	22	114	0	OpenSubtitles	risk-accepted:no-grant	0.09	yes				
интересному	22	114	7	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
покрылся	22	114	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
пурпурная	22	114	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.48	yes				
стиралку	22	114	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
вымолвить	22	113	12	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
олово	22	113	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
постигнуть	22	113	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
гримаса	22	112	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.05	yes				
помадку	22	112	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
чирлидерш	22	112	0	OpenSubtitles	risk-accepted:no-grant	0.05	yes				
вырубается	22	111	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
прикрывается	22	108	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
звере	22	105	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.32	no				
необычны	22	105	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
прикоснись	21	300	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.08	yes				
кончит	21	293	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
варьете	21	290	0	OpenSubtitles	risk-accepted:no-grant	0.23	yes				
сатурация	21	290	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
яне	21	289	0	OpenSubtitles	risk-accepted:no-grant	0.73	yes				
нацелились	21	287	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
сэкономлю	21	282	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
конгрессменом	21	279	0	OpenSubtitles	risk-accepted:no-grant	0.03	yes				
сотрут	21	279	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
дерзкой	21	278	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
постучаться	21	278	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
маршировать	21	277	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
ввязаться	21	276	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
серфинг	21	276	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
дешёвка	21	273	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
ноздрю	21	273	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
отомстила	21	273	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
перепугу	21	270	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
копается	21	268	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
пазлы	21	268	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
айпад	21	267	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.20	yes				
горилл	21	265	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.06	yes				
ловелас	21	265	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.06	yes				
инжир	21	264	23	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
