# Очередь приёмки слов разговорного регистра. Одна строка — одно слово-кандидат.
# Источник и метод: docs/CORPUS.md, решение по OpenSubtitles — docs/CORPUS-OS.md.
# Слова НЕ добавлены ни в один поставляемый словарь.
#
# approved заполняет ТОЛЬКО оператор лично, поимённо. Генератор всегда пишет её пустой;
# правило записано в docs/TATAR-REVIEW-QUEUE.tsv: словарные наборы — не строки интерфейса.
# approved: (пусто) | yes | no
#
# Сортировка — по убыванию пользы: сначала heldout_hits (сколько раз слово встретилось в
# отложенной разговорной выборке, не участвовавшей в его ранжировании), затем train_freq.
# Список длинный намеренно: можно идти сверху вниз и остановиться в любой момент.
#
# heldout_hits  — вхождений в отложенной разговорной выборке (10 % строк, после дедупликации)
# train_freq    — вхождений в обучающей части разговорных корпусов, ВСЕХ вместе
# train_freq_clean — из них вхождений только в корпусах с чистой лицензией (Tatoeba). Именно
#                 это число останется, если решение по OpenSubtitles отменят. Ноль означает,
#                 что слово держится на одних субтитрах, даже когда license_status = clean:
#                 метка clean говорит, что словоформа встречается в Tatoeba, а НЕ что её
#                 частота получена без OpenSubtitles.
# sources       — из каких корпусов слово пришло
# cap_ratio     — доля вхождений с заглавной буквы НЕ в начале строки; чем ближе к 1,
#                 тем вероятнее это имя собственное, проскочившее фильтр. 0.00 — чисто.
# enters_top100k — вошло бы слово в top-100k при слиянии частот (нижняя оценка)
# license_status — под какой лицензией слово получено:
#   clean:CC-BY-2.0-FR      — Tatoeba, грант есть
#   risk-accepted:no-grant  — слово встречается только в OpenSubtitles. Лицензионного гранта у
#                             OpenSubtitles нет вообще: это не «неясная» лицензия, а
#                             отсутствующая. Оператор 2026-08-24 решил взять источник, зная это.
#                             Строка помечена, чтобы происхождение слова оставалось видно;
#                             вычитывается она наравне с чистыми.
# Слова, встречающиеся ТОЛЬКО в QED (research only) или TED2020 (CC BY-NC-ND), в очередь
# не попадают вовсе: их нельзя принять ни при каком решении оператора, и держать их здесь
# значило бы тратить его время. Их число указано в docs/CORPUS.md.
#
# Не попадают и слова, которые не доходят до top-100k даже при ВЕРХНЕЙ границе интервала
# частот: отсечка словаря жёстко 100 000 записей, такое слово не войдёт в ассет ни при каком
# допущении, и вычитывать его — работа, которая ничего не изменит. Сколько таких слов
# отброшено, печатает сам генератор и записано в docs/CORPUS-OS.md.
word	heldout_hits	train_freq	train_freq_clean	sources	license_status	cap_ratio	enters_top100k	approved	reviewer	review_date	note
алдагыга	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
алдадык	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
алдалый	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
алдамады	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
алдамадым	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
алдаучан	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
алдыйсыз	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
алмадыгызмы	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
алмыйммы	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
аляскада	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	1.00	no				
анджелестагы	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
анджелестан	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
анестезия	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
аркама	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
армут	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
арнцт	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
арчу	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
арыдыңмы	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
арья	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
атагызга	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
атадыгыз	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
атканнарын	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
атланыгыз	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
аттыңмы	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
атыйсыз	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ахмакларны	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ачмасаң	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ачуландыра	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ачуланыштык	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ачыкмы	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ашадыгызмы	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ашамыйбыз	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ашказаным	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ашыйсыгыз	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ашымны	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
аягыңа	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
аңладыгыз	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
аңыңа	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
баздың	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
баканы	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бардымы	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бармыйсыз	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
батар	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бауларым	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
башкисәре	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
башлангычыннан	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
башлангычының	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бекка	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
белгәнебез	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
белгәннәремнең	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
белгәннәреңне	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
белгәнсең	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
белмисеңмени	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бенни	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
бернишләп	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бетердең	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бетерим	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бетмисең	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бикләде	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бикләү	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.33	no				
билгелим	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бинтлар	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
биопсия	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
биргәнеңне	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бирелдем	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бирмәсәм	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бирән	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.33	no				
бифрост	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
бластер	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бластерны	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
богавы	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
боздык	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бон	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.33	no				
борабыз	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
борам	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бораулаганда	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
борел	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
борчылмасаң	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
борчылсаң	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
борчымагыз	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
букчада	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
букчам	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
булалмас	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
булмавыңны	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
булмаячаксыз	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
булышмыйсың	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бутадым	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бәйләвечне	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бәлли	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бәргәч	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бәрелсә	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бәрәчәк	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бәхетеңә	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бәхетсезлекләр	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бөеремне	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
вагю	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
вазаны	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
видморның	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
викингы	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.25	no				
вольтрон	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
вуаля	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
гаепләмәгез	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
галактикада	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
галстукны	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
галәмара	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
галәмнәрдән	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
гашыйкмы	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
гильдиягә	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
гладиозавр	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
гринвичка	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
гәҗәеп	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
дантист	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
дежа	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
дейтон	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
десмондның	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
джейга	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
джеймисон	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
джентльменнар	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
джессиканы	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	1.00	no				
джуди	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	1.00	no				
диетага	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
догамны	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
дуслармы	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
дустыгызга	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
дустымнан	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
дустыңның	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
дәваларлар	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
дәшмим	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
елмаюыңны	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ерма	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
журналчы	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
зиннәте	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
зириның	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
зондны	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
иелгәнгә	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
иелегез	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
икешәрле	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
икәнендә	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
икәнеңә	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
иминлегең	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
инаныгыз	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ингалятор	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
иреклеме	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
исәнләш	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ишетсәгез	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
ишетүемә	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
иярегез	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
йокладыгыз	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
йокламыйсыңмы	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
йоклыймы	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
йокылы	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
йортыгызны	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
йоу	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
йөгерсәң	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
йөздек	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
йөрдеңме	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кабинаны	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кабызасың	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кабыргам	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кайгыртачакмын	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кайгыртырмын	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кайгыңны	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кайнармы	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кайтарачаксың	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кайтарсаң	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кайтасыгыз	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кайтканыңны	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
какма	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
калдырасыңмы	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
калдырганмын	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
калдыргансың	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
калдырмассыңмы	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
калтырады	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
камерасын	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
капкачында	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
капкын	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.33	no				
капкында	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
каплан	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.75	no				
караганыгызны	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
карамыйсыз	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
карарым	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кардиостимулятор	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
карын	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
катышым	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
качаргамы	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
квинджет	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
квинс	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
кейста	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
керне	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
киборг	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.33	no				
киемнәрегезне	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кикерек	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.33	no				
килештекме	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
килмәссең	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
киселдем	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
китмичәк	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
китмәдең	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
китмәссең	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
китмәсәң	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
китүегезне	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
китәсезме	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кичердегез	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кларнетта	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
койрыгында	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
колагым	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
комикслар	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
компьютерымны	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
корвет	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
корги	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кормас	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
коронавирус	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
коронавирустан	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
косасым	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
космопортка	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
коткармас	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
коткарсалар	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
коткарырсыз	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
коточыргыч	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кофеин	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кузгал	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кулдаш	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кулландыңмы	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кулланыйк	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кулчатырны	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кунмас	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
куркакның	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
куркынычмы	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
курыкмыйсың	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
курыктыңмы	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кызыңа	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кыймылда	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кыйнадым	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кыны	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кырынганда	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кырынырга	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кыскыч	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кычкырдың	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кычкырмагыз	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кэн	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	1.00	no				
күкри	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
күпертмәне	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
күпмедә	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
күрек	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
күремем	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
күренешме	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
күрсәтәсеңме	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
күрүеңне	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
күрәчәксез	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
күрәчәксең	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
күчергеч	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
күчерәм	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кәефеңне	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
көзгене	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
көлне	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
көтсен	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
лимбо	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
ллойд	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
максны	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
маллиган	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
матурмы	0	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
минекендә	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
минутың	0	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
миттелос	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
мондарак	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
моратка	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
моррис	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
мыгырдаш	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
мәеттән	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
мөнәсәбәтләрем	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
наданга	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
надин	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
начарракмы	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.25	no				
нейрон	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
нинни	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
нихәлләрдә	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
нишләгәннәрен	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
нортон	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
нәрсәгез	0	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
нәрсәмне	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
нәрсәңне	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
озатам	0	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
оксфордта	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
октавиус	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
окти	0	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
омикрон	0	4	0	OpenSubtitles	risk-accepted:no-grant	0.33	no				
