# Разговорная частота слов, измеренная миссией tt-dict-accept одним проходом по корпусам.
# Одна строка — слово и число его вхождений в обучающей части разговорных корпусов ПОСЛЕ
# фильтрации (`research/corpus/filters.py`). Ровно эта величина стоит в колонке `train_freq`
# очереди приёмки; здесь она есть и для слов, которых в очереди нет, — для тех, что уже стоят
# в поставляемом словаре.
#
# Зачем этот файл коммитится. Досье разделяет два вопроса: СОСТАВ словаря режется вторым
# независимым источником, ЧАСТОТЫ берутся из всего корпуса целиком, включая OpenSubtitles.
# Значит разговорную частоту надо прибавить и поставляемым словам тоже, иначе шкалы
# расходятся: у новичка частота из 482 млн токенов субтитров, у старожила — из письменного
# Leipzig. Первая сборка этой миссии так и ошиблась, и на префиксе «пап» тройка стала
# `папочка|папин|папочку`. Без этого файла пересборка требовала бы 1,5 ГБ корпуса на диске.
#
# Строк только для слов, которые могут оказаться в ассете: поставляемый словарь плюс очередь.
# Слова с нулевой разговорной частотой пропущены.
# Источник: Tatoeba-v2026-07-08.tt.txt.gz OpenSubtitles-v2024.tt.txt.gz
# Базовый ассет: 2d98ed359aa11261a5042a13c5ca9459c6e365c6ab4bf0563d0e3604a7485cae
# Пересоздаётся: python3 research/corpus/measure_accept.py <tag> out/shipped-1.8.4 <корпуса>
word	conv_freq
мәсәлән	45
мәтрүшкә	5
мәхкәмә	5
мәхкәмәгә	4
мәхкәмәдә	3
мәхрүм	24
мәхәббәт	130
мәхәббәте	8
мәхәббәтем	15
мәхәббәтемне	5
мәхәббәтең	4
мәхәббәткә	8
мәхәббәтне	11
мәхәббәттә	4
мәче	91
мәчегә	8
мәчеләр	22
мәчеләрне	9
мәчем	12
мәчене	14
мәченең	4
мәчесе	14
мәчет	4
мәчеткә	8
мәчеттә	3
мәчкәй	32
мәчкәйләр	9
мәчкәйләргә	3
мәчкәйнең	3
мәшгуль	83
мәшһүр	7
мәшәкать	4
мәшәкатьле	7
мәшәкатьләр	4
мәҗбүр	159
мәҗбүри	30
мәҗлес	12
мәҗлесе	3
мәҗлескә	3
мәңге	63
мәңгегә	41
мәңгелек	61
мәңгелеккә	13
мәһабәт	5
мөгаен	313
мөгаллимә	4
мөгамәлә	18
мөгамәләне	3
мөгез	4
мөгезенә	3
мөгезле	4
мөгәен	3
мөлаем	4
мөлкәте	4
мөмкин	605
мөмкиндер	4
мөмкинлеге	71
мөмкинлегебез	6
мөмкинлегегез	5
мөмкинлегем	7
мөмкинлеген	18
мөмкинлегең	10
мөмкинлек	192
мөмкинлеккә	3
мөмкинлекләр	16
мөмкинлекләрдән	3
мөмкинлекләре	10
мөмкинлекләрен	3
мөмкинлекләрне	3
мөмкинлекне	23
мөмкинлектә	3
мөмкинлектән	5
мөмкинме	56
мөмкинсез	3
мөнәсәбәт	5
мөнәсәбәте	4
мөнәсәбәтләр	20
мөнәсәбәтләргә	3
мөнәсәбәтләрдә	4
мөнәсәбәтләре	4
мөнәсәбәтләрем	4
мөнәсәбәтләрен	6
мөнәсәбәтләрне	3
мөнәсәбәттә	11
мөрәҗәгать	39
мөрәҗәгатькә	3
мөселман	21
мөселманнар	7
мөстәкыйль	36
мөстәкыйльлек	3
мөхәммәт	3
мөшкел	3
мөһим	360
мөһиме	58
мөһимме	10
мөһимрәк	35
мөһимрәкме	3
н	5
на	7
надан	21
наданга	4
наданлык	8
наданнарга	3
наданның	5
надин	4
надя	3
назлы	15
назлый	5
наив	4
намаз	7
намасте	6
намастэ	3
намус	19
намуслы	44
намуссыз	9
намусы	4
намусым	3
намусын	5
намусың	4
намусыңны	3
нан	3
нанотехнология	4
наомины	5
нарат	14
наркоман	9
наркотик	6
наркотиклар	10
насара	3
насыйп	16
наташа	11
начальнигы	3
начальник	5
начар	531
начарга	3
начарлана	6
начарланды	3
начарлык	30
начармы	13
начарны	5
начаррак	72
начарракмы	4
начары	21
не	30
невилл	5
нейрон	4
нейроннар	3
нейрохирург	8
нейтан	6
немец	13
немецча	3
неоны	3
нерв	10
нервлар	4
нервлары	4
нет	3
нефрит	3
нефть	16
нечкә	22
нечкәлек	3
нечкәлекләре	4
нең	7
ни	1312
нибары	36
нигез	44
нигезгә	7
нигездә	19
нигездән	3
нигезе	25
нигезен	9
нигезендә	13
нигезенә	8
нигезле	3
нигезләнгән	25
нигезләнеп	14
нигезләнә	5
нигезләр	3
нигезләре	4
нигезсез	4
нигерия	5
нигериядә	5
нигә	1665
нигәдер	31
нидавеллир	4
нидер	163
нидерланд	6
нидә	13
нидән	10
низаг	6
низаглар	3
низагы	3
ник	260
никадәр	67
никах	19
никахның	3
никахта	4
николай	5
никотинлы	3
ниләр	28
нимбуска	3
нимерия	4
нинди	1255
ниндидер	246
ниндине	3
ниндирәк	16
нинни	4
нитроглицерин	5
нихәл	6
нихәлләрдә	4
нихәтле	3
ничегрәк	8
ничек	2248
ничектер	54
ничә	276
ничәдә	16
ничәне	3
ничәнче	28
ничәү	21
нишли	61
нишлибез	32
нишлиләр	8
нишлим	18
нишлисез	42
нишлисең	129
нишличәксең	6
нишлиячәксең	3
нишлә	6
нишләгез	3
нишләгән	8
нишләгәнебезне	7
нишләгәнегезне	6
нишләгәнемне	8
нишләгәнен	19
нишләгәнеңне	16
нишләгәнне	5
нишләгәннәрен	4
нишләде	20
нишләдегез	20
нишләделәр	5
нишләдем	16
нишләдең	47
нишләп	21
нишләптер	3
нишләр	22
нишләргә	169
нишләрмен	4
нишләрсең	5
нишләттең	3
ният	80
нияте	32
ниятебез	5
ниятем	16
ниятен	8
ниятенә	4
ниятең	21
ниятли	6
ниятлим	13
ниятлисез	3
ниятлисең	5
ниятләгән	8
ниятләнгән	3
ниятләр	11
ниятләргә	3
ниятләре	10
ниятләрегез	3
ниятләрендә	5
ниятләрең	3
ниятләрне	3
ниятләү	3
ниятне	5
ниятнең	7
нияттә	3
ниһаять	141
но	4
ногыт	5
нокта	20
ноктага	4
ноктада	3
ноктаны	4
ноктасы	10
ноктасын	4
ноктасына	3
ноктасында	4
ноль	19
номер	30
номерга	6
номерны	9
номеры	9
номерым	3
номерымны	8
номерын	15
номерыңны	5
номи	6
норберт	3
норвуд	3
норма	3
нормаль	19
нормальме	3
норск	3
нортон	4
нотык	4
ноутбук	3
ноябрь	13
ну	10
нугай	7
нугайлар	4
нуль	3
нульгә	6
нур	22
нурланыш	13
нурлары	5
нурларын	3
нурларына	4
нурлы	6
нуры	12
нурым	4
нурын	6
нурында	3
нче	277
нчы	47
ны	19
ныграк	24
ныгыт	3
ныгытып	3
ныгытырга	3
нык	170
ныклап	26
ныклы	8
ныклыгы	3
ныклыгын	3
ныклык	8
ның	15
ньюман	4
нэтны	3
ням	5
нәзакәтле	5
нәзек	5
нәкъ	209
нәмәзмәт	8
нәмәзмәте	3
нәмәзмәтләр	5
нән	4
нәни	4
нәрсә	4632
нәрсәгез	4
нәрсәгә	211
нәрсәгәдер	9
нәрсәдер	300
нәрсәдә	47
нәрсәдән	68
нәрсәдәндер	5
нәрсәләр	109
нәрсәләргә	4
нәрсәләрдән	4
нәрсәләрне	30
нәрсәләрнең	6
нәрсәм	14
нәрсәме	6
нәрсәмне	4
нәрсәне	319
нәрсәнедер	17
нәрсәнең	12
нәрсәсе	26
нәрсәң	13
нәрсәңне	4
нәсел	3
нәселе	5
нәтиҗә	34
нәтиҗәгә	9
нәтиҗәдә	20
нәтиҗәдән	4
нәтиҗәле	9
нәтиҗәлерәк	7
нәтиҗәләр	25
нәтиҗәләргә	11
нәтиҗәләре	18
нәтиҗәләрен	11
нәтиҗәләрне	3
нәтиҗәсе	41
нәтиҗәсендә	26
нәфес	6
нәфесен	3
нәфесне	3
нәфис	14
нәфрәт	43
нәфрәтле	12
нәшер	4
о	203
обручевны	3
объект	6
объектив	4
оеды	3
оекбаш	5
оекбашлар	5
оешкан	3
оешма	22
оешмага	4
оешмада	5
оешмалар	8
оешмаларга	3
оешмаларда	3
оешмаларында	3
оешманың	5
оешмасы	20
оешмасын	5
оешмасына	9
оешмасында	12
оешмасыннан	3
оешмасының	5
оештыра	8
оештырам	5
оештырачакбыз	4
оештырган	5
оештырдың	7
оештыру	10
оештыручы	3
оештырылган	3
оештырырга	13
озаграк	31
озайтырга	5
озак	217
озакка	42
озаккамы	3
озакламый	34
озата	15
озатам	4
озаткан	3
озаттылар	3
озатып	5
озатырга	8
озын	150
озынайту	3
озыная	3
озынборын	4
озынлыгы	9
озынлыгын	3
озынлык	6
озынлыкта	4
озынлыктагы	3
озынрак	22
ой	49
океан	32
океанга	16
океанда	14
океанны	5
оксфордта	4
октавиус	4
окти	4
октябрендә	3
октябрь	18
октябрьдә	12
олтан	3
олуг	5
олы	74
олылар	4
олырак	23
олысы	5
омега	3
омикрон	4
омтыла	8
омтылабыз	3
омтылам	3
омтылган	4
омтылу	3
омтылыш	3
омтылышы	14
он	20
она	5
они	4
онлайн	3
оныгымны	4
оныклар	3
оныклары	4
оныт	25
оныта	38
онытабыз	3
онытам	7
онытачак	6
оныткан	34
оныткандыр	4
онытканмын	35
онытканнар	5
онытма	83
онытмагыз	53
онытмадым	9
онытмадыңмы	8
онытмам	10
онытмас	11
онытмасам	3
онытмаска	11
онытмассың	4
онытмаячак	4
онытмаячакмын	7
онытмыйм	3
онытсаң	5
онытты	9
оныттыгыз	8
оныттыгызмы	6
оныттык	5
оныттым	53
оныттың	14
оныттыңмы	17
оныту	6
онытчак	3
онытыгыз	9
онытыйк	6
онытыла	3
онытылган	3
онытылмас	6
онытылмый	3
онытып	23
онытыр	10
онытырга	26
онытырмын	4
ооп	3
оп	3
опера	12
операга	6
оператор	7
операцион	3
операция	89
операциягә	6
операциядә	4
операциядән	10
операцияләр	3
операцияне	18
операциясез	3
оптимизм	5
оптимист	4
оптимистик	7
оптимус	3
оранжерея	5
оранжереяга	3
орбитага	3
орбитасына	3
орган	4
организм	7
организмга	3
организмда	3
организмында	3
органик	4
органнары	5
органы	3
оргокорп	5
оргокорпның	3
оригиналь	4
оркестр	3
орлыгы	4
орлык	3
орлыклары	5
ослода	4
осоно	5
оста	69
остадан	3
остаз	6
остазы	6
остазын	4
осталыгы	6
осталыгын	4
осталыгың	6
остамы	3
останы	3
остасы	14
остаханә	3
остинны	3
отель	3
отставкага	4
оттава	3
отты	3
оттым	3
оттыра	3
оттырды	4
оттырдылар	3
оттырдың	3
отчетны	3
отышлы	4
оу	8
офис	9
офиска	13
офиста	10
офистан	6
офисына	3
офисында	9
офицер	15
офицерлар	5
официант	12
официантны	3
офык	6
офыкта	9
ох	29
охшаган	108
охшаганмы	9
охшаганмын	3
охшагансыз	5
охшагансың	11
охшаганын	3
охшамаган	42
охшамагансың	8
охшамый	3
охшар	3
охшарга	8
охшаш	59
оч	24
оча	89
очабыз	20
очалар	9
очам	10
очар	13
очарга	46
очасы	5
очасың	6
очасыңмы	4
очачак	10
очачакбыз	7
очка	4
очкан	35
очканда	15
очкын	6
очкынлы	4
очкыннар	4
очкыч	141
очкычка	46
очкычлар	10
очкычларда	3
очкычлары	3
очкычны	45
очкычның	14
очкычта	73
очкычтан	22
очкычы	11
очлары	3
очлы	17
очмас	3
очмый	3
очмыйм	6
очраган	7
очрагы	14
очрагында	7
очрады	6
очрак	25
очракка	6
очраклар	7
очракларда	6
очраклы	110
очраклылык	4
очракны	6
очракның	3
очракта	77
очрата	4
очратасың	5
очраткан	18
очратканда	4
очратканым	4
очратканымны	3
очратты	6
очраттык	3
очраттым	34
очраттың	3
очрату	6
очратуыма	6
очратырга	5
очратырмын	3
очраша	31
очрашабыз	18
очрашам	7
очрашасы	3
очрашасым	3
очрашачак	3
очрашачакбыз	3
очрашкан	16
очрашканга	3
очрашканда	7
очрашканчы	9
очрашкач	4
очрашмадым	3
очрашмас	5
очрашты	7
очраштыгызмы	4
очраштык	14
очраштылар	3
очраштым	9
очраштың	3
очрашу	73
очрашуга	42
очрашуда	12
очрашудан	7
очрашулар	8
очрашуны	15
очрашуы	3
очрашуыбыз	5
очрашуым	3
очрашуын	3
очрашуың	4
очрашыйк	4
очрашып	3
очрашырбыз	36
очрашырга	58
очрый	29
очса	10
очты	11
очтыгыз	6
очтык	11
очтым	15
очу	33
очуга	3
очуны	3
очучы	23
очы	8
очыгыз	3
очына	7
очында	5
очып	177
очыра	3
очырту	4
очыртып	4
очыш	42
очышка	17
очышлар	3
очышны	4
очышта	6
очыштан	5
очышы	15
очышына	4
очышында	8
ошаган	20
ошаганын	9
ошады	35
ошадым	3
ошадымы	12
ошадың	3
ошамаган	8
ошамаганын	4
ошамады	20
ошамас	19
ошамаса	16
ошамаска	3
ошамый	104
ошамыйм	3
ошамыймы	12
ошамыйсың	7
ошап	7
ошар	38
ошарлык	3
ошармы	5
ошаса	8
ошатасың	4
ошаткан	3
ошаячак	7
ошый	303
ошыйдыр	3
ошыйм	7
ошыймы	74
ошыйсыз	3
ошыйсың	18
оя	15
ояга	3
оял	5
ояла	8
ояларын	3
оялган	6
оялдым	3
оялма	5
оялмаган	3
оялмагыз	5
оялмыйм	3
оялчан	19
оялып	5
оялырга	3
оясы	5
оясын	12
оясына	6
оясында	4
оят	31
оятка	11
оятлы	3
оятсыз	30
оятсызның	3
ояты	3
оҗмах	9
оҗмахка	4
оҗмахта	3
оҗмахы	3
оһ	179
оһо	3
п	3
падишаһ	3
палата	3
палома	3
пальм	3
пальто	8
пальтоңны	3
панда	5
паникага	7
панорама	4
папайя	4
папкада	3
пар	23
парадокс	6
парадоксы	3
паразит	3
паралич	5
параличланган	5
параллель	7
паранойя	5
парашют	9
парижның	3
парк	20
паркерга	3
паркка	18
паркны	4
паркта	26
парктагы	3
паркы	5
парламент	5
парлап	7
парлашып	3
паровоз	6
партия	4
паспорт	9
паспортны	4
паспорты	5
паспортым	6
паспортыңны	3
пассажир	12
пассажирлар	25
патрон	4
патроннар	4
патфайндер	4
патша	109
патшабикә	15
патшабикәсе	9
патшага	7
патшадан	3
патшалар	3
патшалыгына	3
патшалыгың	4
патшалык	5
патшалыкка	4
патшалыкны	3
патшалыкта	4
патшам	9
патшаны	8
патшаның	6
патшасы	19
паундер	3
пациент	4
пейджер	7
пейзажы	4
пеләш	14
пендрагон	5
пеннига	3
пеннины	3
пенсия	5
пенсиягә	17
пенсиядә	3
пентагон	3
пепси	4
периметр	12
периметрны	6
перси	3
персонаж	3
перчаткалар	4
песи	32
песием	4
песиләр	4
песнәк	5
пессимист	6
петр	4
печенье	10
печән	23
печәнне	3
пешекче	16
пешеп	4
пешергән	5
пешерде	6
пешердем	10
пешереп	7
пешерер	3
пешерергә	10
пешерермен	4
пешерү	7
пешерүче	3
пешерә	25
пешерәләр	3
пешерәм	6
пешкән	30
пешмәгән	3
пештем	3
пешә	3
пешәр	3
пи	3
пианино	7
пианинода	12
пианистка	4
пиджак	6
пикассо	3
пикник	6
пикникка	3
пилот	18
пилотны	7
пинг	3
пират	3
пиратлар	3
пирс	3
пистолет	23
пистолетны	9
пистолеты	3
пистолетын	7
пифия	8
пицца	29
пиццага	4
план	28
планета	33
планетабыздагы	3
планетага	6
планетада	19
планетадан	7
планеталар	7
планетаны	7
планетаның	4
планетасы	7
планетасында	3
планетасыннан	3
планлаштыра	6
планлаштырабыз	4
планлаштырам	5
планлаштырасың	5
планлаштырган	3
планнар	5
планнарны	4
планнары	8
планнарыгыз	8
планнарым	6
планнарын	5
планнарың	3
планны	6
планы	6
планыгыз	4
планым	3
планын	3
пластик	4
платиналы	3
платформа	3
плитәсе	4
плутоний	20
плутонийны	7
плюс	7
пляж	11
пляжга	10
пляжда	12
пневматик	4
поезд	52
поездга	38
поездда	21
поезддан	3
поездлар	3
поездны	9
поезды	3
покер	9
полиглот	3
полицейский	15
полиция	132
полициягә	31
полициядә	5
полициядән	9
полицияне	3
полициясе	12
полициячы	3
полковник	11
польша	4
поляк	3
поляр	3
помидор	5
помидорлар	5
пони	3
поп	5
попкорн	5
популяр	12
порт	6
портал	3
порталны	5
портсигар	3
португал	7
пост	3
посылка	5
пот	5
потенциал	3
потенциалы	4
потларга	3
почмагы	3
почмагына	4
почмагында	7
почмакка	13
почмаклы	4
почмакта	13
почмактан	4
почта	32
почтага	8
почтальон	3
почтаны	3
пошкырып	3
прайс	3
практика	7
президент	19
президенты	19
премьер	4
препарат	5
пресс	6
принц	4
принцесса	5
принцессаны	3
принцибы	3
проблем	9
проблема	163
проблемага	4
проблемалар	56
проблемаларны	7
проблемалары	23
проблемаларым	6
проблемаларыңны	4
проблемам	3
проблемамы	4
проблеманы	39
проблеманың	6
проблемасы	15
проблемаң	6
проблемнарны	3
проблемнарың	3
проблемны	4
программа	34
программага	8
программалар	4
программалаштырылган	4
программаны	12
программаның	3
программасы	14
программасын	3
продюсер	6
продюсерлар	3
проект	10
проектны	6
проектның	3
проектор	4
проекты	8
проектына	3
проектында	4
прокуроры	6
пролетарий	5
протест	5
профессионал	3
профессиональ	6
профессор	61
профессорлар	3
профессорның	6
профессоры	3
процент	17
процентка	14
процентлар	3
процентлы	3
проценты	9
процентын	3
процесс	12
процессорына	3
пруссия	3
психиатр	10
психиатрия	12
психик	6
психолог	7
психологик	12
психология	4
псс	3
пудинг	3
пульс	7
пультны	5
пуля	18
пулялар	4
пунктка	4
пунш	4
пычагы	9
пычагыма	7
пычагын	3
пычак	66
пычаклар	7
пычакларны	4
пычакны	19
пычкы	5
пычкысы	3
пычрак	83
пычрактан	3
пычранган	10
пычранса	3
пычрата	4
пышылдады	8
пышылдап	7
пышылдау	7
пышылдый	4
пыяла	18
пыялага	3
пыяладан	4
пыяланы	3
пьер	5
пьетро	4
пэп	3
пәйгамбәр	3
пәйда	23
пәйдә	8
пәнҗешәмбе	5
пәрдә	7
пәрдәләр	6
пәрдәләрне	4
пәрдәне	3
пәрие	3
пәрәвез	21
пәрәвезен	3
пәрәвезне	5
пәрәмәч	6
пәрәмәчләр	4
пөхтә	10
р	7
ра	3
раббым	6
радар	5
радары	4
радиация	4
радио	61
радиоактив	5
радиоалгыч	3
радиодан	12
радионы	15
радиусы	4
разый	11
райан	7
район	11
районга	4
районда	6
районы	6
ракета	48
ракеталар	14
ракетаны	11
рамазан	3
рамлоу	3
рас	5
раслаган	3
раслады	9
расланган	8
расланды	4
расланмаган	5
расларга	12
раслау	15
раслауны	3
раслый	28
раслыйбыз	3
раслыйм	6
расс	3
рация	16
рацияне	14
реактив	6
реакция	9
реакциясе	3
реаль	5
реанимация	4
реанимациядә	4
ребекка	6
регби	4
регина	5
режимында	3
режиссер	3
резерв	3
резина	3
реймонд	3
рейсында	3
реклама	4
рекорд	11
рекордын	5
ремонт	3
ремонтлау	3
рене	6
рентген	8
репортаж	4
рептилиус	5
республика	9
республикасында	4
ресторан	16
ресторанга	9
ресторанда	15
ресторандагы	3
ресторанны	6
рестораны	3
рецепт	6
рецептны	3
риваять	5
риваятьләр	5
риваятьтә	3
риза	93
ризалашсам	3
ризалашты	9
ризалаштым	9
ризалаштың	7
ризалашыр	7
ризалыгы	4
ризалыгын	3
ризалык	5
ризамы	9
ризыгы	14
ризыгын	8
ризык	134
ризыкка	4
ризыклар	6
ризыкларны	3
ризыклары	4
ризыкларын	5
ризыкны	20
ризыктан	4
римлылар	6
рингта	3
ритм	6
риторик	3
рич	10
ричардка	4
ришвәт	11
ришвәтчелеккә	4
рнк	3
робо	5
робот	28
роботлар	19
ровер	3
роверны	7
роз	9
роза	16
розалар	4
розалинд	5
розен	3
ройс	3
рок	18
ролен	5
роленә	3
роль	8
рольләрдә	3
ром	5
роман	35
романнар	7
романны	5
романтик	15
романын	4
рональд	6
росс	5
россиядә	6
роуди	8
роудс	6
рузвельт	4
руль	15
рульгә	5
рульне	4
румын	6
рун	3
рус	48
русиялеләр	5
русиялеләрнең	5
руссоны	3
русча	9
рух	11
рухани	26
руханилар	4
рухи	33
рухларны	3
рухлы	7
рухта	3
рухы	12
рухын	3
рф	3
рюкзак	3
рюмка	4
рәвеше	25
рәвешен	4
рәвешендә	16
рәвештә	133
рәис	4
рәнҗетергә	11
рәнҗеткән	3
рәнҗетмәгез	3
рәнҗетмәс	6
рәнҗетүче	3
рәнҗетә	6
рәнҗетәсең	3
рәсем	47
рәсемгә	3
рәсемдә	8
рәсемен	5
рәсемне	14
рәсемнәр	16
рәсемнәргә	3
рәсемнәре	3
рәсемнәрне	7
рәсми	38
рәссам	16
рәссамы	4
рәсәйлеләр	7
рәсәйнең	3
рәт	7
рәте	4
рәткә	6
рәтләргә	3
рәттән	9
рәхим	98
рәхимле	4
рәхимсез	25
рәхмәт	708
рәхмәтле	49
рәхмәтлебез	3
рәхмәтлемен	13
рәхәт	73
рәхәтлек	5
рәхәтләнеп	30
рәхәтме	4
рәшәткә	5
рәшәткәне	5
рөхсәт	318
рөхсәте	10
рөхсәтегез	3
рөхсәтеннән	3
рөхсәтне	3
рөхсәтсез	8
с	22
са	4
сабагын	3
сабак	26
сабан	28
сабаны	3
сабы	5
сабыем	36
сабый	90
сабыйга	4
сабыйлар	5
сабын	17
сабыр	64
сабырлыгым	3
сабырлык	15
сабыррак	8
саваплы	3
савыгачаксың	5
савыгып	3
савыгыр	3
савыгырга	3
савыктыра	3
савыт	20
савытка	6
савытларны	4
савытны	5
савыты	8
савытына	5
саграк	16
сагы	3
сагыз	8
сагына	14
сагынам	35
сагынасыз	4
сагынасың	3
сагынасыңмы	5
сагыначакбыз	3
сагыначакмын	12
сагынган	3
сагынды	3
сагындым	25
сагыну	3
сагынып	5
сагынырбыз	3
сагынырмын	7
сагыш	8
саен	289
саескан	14
саз	10
сазда	3
сазлык	7
сазын	3
сай	9
сайла	22
сайлавын	3
сайлаган	15
сайлагыз	20
сайлады	17
сайладыгыз	5
сайладыгызмы	4
сайладык	4
сайладылар	3
сайладым	21
сайладың	11
сайладыңмы	5
сайлана	3
сайланган	18
сайланганнар	6
сайланганның	3
сайланды	5
сайлап	25
сайлар	3
сайларга	40
сайларлык	3
сайлармын	4
сайлау	79
сайлаулар	5
сайлауларда	7
сайлый	27
сайлыйбыз	6
сайлыйм	6
сайлыйсыз	3
сайлыйсың	7
сайлыкка	3
сайлыкта	3
сайонара	3
сайрамый	3
сайрый	9
сайт	11
сайтның	4
сайты	3
сак	169
сакаар	6
сакал	17
сакаллы	6
сакалы	9
сакалын	5
сакалың	7
сакалыңны	4
сакла	43
саклаган	5
саклагыз	28
саклагыч	23
саклагычка	7
саклагычларда	3
саклагычта	4
саклагычтан	5
саклагычы	5
саклады	5
сакладылар	3
сакладым	3
сакламый	3
саклан	6
саклана	19
сакланган	18
саклану	20
сакланыгыз	4
сакланып	15
сакланырга	11
саклап	109
саклар	7
сакларга	66
саклармын	11
сакласын	15
саклау	50
саклаучы	12
саклаучысы	3
саклый	55
саклыйбыз	4
саклыйк	8
саклыйлар	5
саклыйм	11
саклык	23
сакны	4
саксыз	6
сакчы	17
сакчыл	7
сакчылар	27
сакчыларны	8
сакчылары	13
сакчыларына	3
сакчысы	9
сал	84
сала	35
салабыз	5
салават	11
салалар	5
салам	20
саласың	6
салат	16
салаты	3
салачак	5
салга	13
салган	45
салганнар	4
салганчы	3
салда	20
салдан	4
салды	45
салдыгыз	4
салдылар	4
салдым	16
салдыр	4
салдыра	3
салдырдым	3
салдырып	4
салдырырга	5
салдың	8
салдыңмы	3
салих	5
салкын	188
салкынга	8
салкынмы	4
салкыннан	8
салкыннар	3
салкынны	5
салкынрак	3
салкынча	10
салма	7
салмаган	3
салмак	8
салмас	4
салмый	5
салны	17
салсаң	7
салу	25
салун	3
салучы	11
салы	3
салыгыз	18
салыйк	3
салым	20
салымнарны	3
салымны	4
салымы	3
салына	5
салынган	12
салынды	5
салынып	4
салынырга	4
салып	45
салыр	10
салырга	36
салырмын	3
салырсың	3
салышмагыз	3
сами	67
саминың	6
самолет	8
самолетка	3
самолетта	3
сан	41
сана	15
санавы	3
санаган	10
санаганны	3
санагыз	4
санагыч	7
санады	7
санадым	9
санак	47
санакка	4
санаклар	9
санакларны	4
санакта	3
санала	39
саналган	8
санама	6
санамый	3
санамыйм	7
санап	16
санарга	8
санаса	3
санасаң	3
санау	6
санаучы	3
санга	8
санда	7
сандал	4
сандвич	4
сандерс	3
сандугач	25
сандугачлар	3
сандугачны	4
санжей	4
санитар	3
сания	4
санлы	31
саннар	52
саннарга	3
саннарны	24
саннарын	5
саннарының	3
санны	4
сантаның	3
сантиметр	8
сантиметрга	7
саны	51
саный	91
саныйбыз	8
саныйлар	10
саныйм	26
саныйсызмы	5
саныйсың	7
саныйсыңмы	7
саным	3
санын	7
санына	5
санының	4
сарае	5
сараена	4
сарай	9
сарайга	5
сарайда	6
сарайдан	3
саран	14
саранлык	6
саранның	5
саргайган	3
сарказм	4
саркып	4
сары	75
сарыга	3
сарык	21
сарыклар	8
сарыкылыч	3
сарымсак	6
сарыф	66
сасы	22
сасыган	6
сата	23
сатабыз	4
саталар	5
сатам	5
сатар	5
сатарга	19
сатасыз	4
саташа	6
саташкан	3
саташтым	3
саташу	9
саташулар	6
саташып	3
саткан	16
сатканда	3
сатлык	7
сатма	4
сатмадым	4
сатмаячакмын	3
сато	3
сатты	12
саттым	12
саттыңмы	5
сату	15
сатуга	3
сатуда	4
сатучы	10
сатучылар	5
сатучысы	6
сатыла	20
сатылган	5
сатылды	6
сатылмый	8
сатылып	3
сатып	530
сатырның	3
сау	73
саубул	19
саубуллаш	5
саубуллаша	3
саубуллашмыйча	8
саубуллашу	6
саубуллашырга	12
саубулыгыз	6
саумы	6
саф	59
сафка	3
сафсата	30
сафсатаны	3
сафсатасы	3
сафтан	8
свитер	9
свитерны	4
свитерын	3
сеанс	3
сеансны	3
себерке	16
себеркене	6
себерә	6
сез	4044
сезгә	1336
сездә	105
сездәме	7
сездән	108
сезме	4
сезне	721
сезнеке	46
сезнекеләр	3
сезнекеме	7
сезнекеннән	3
сезнең	1799
сезнеңчә	38
сезон	3
сезоны	3
сейф	8
сейфны	3
секс	10
сексуаль	6
секунд	79
секундка	12
секундта	5
секундтан	10
секундына	12
секундың	4
селия	5
селкен	3
селкенде	3
селкенергә	3
селкенми	4
селкенмә	24
селкенмәгез	7
селкенмәскә	5
селкенсәң	5
селкенү	3
селкенә	7
селкеп	5
селкетеп	6
селкетте	3
селкетә	11
селфи	4
сенатор	3
сенсоры	3
сентябрь	15
сер	54
сервер	3
сергей	4
сере	15
серем	3
серемне	4
серен	12
серенә	3
серең	3
сереңне	8
сержант	8
сериал	4
сериаллар	3
сериалны	5
серле	42
серләр	14
серләре	4
серләремне	3
серләрен	8
серләреңне	3
серләрне	8
серне	17
серсүз	6
серсүзең	3
сет	3
сеул	7
сеңгән	3
сеңел	10
сеңелем	5
сеңелесе	5
сеңлегез	3
сеңлем	38
сеңлемне	6
сеңлемнең	3
сеңлемә	3
сеңлесе	18
сеңлесен	6
сеңлесенә	4
сеңлең	10
си	8
сибелгән	5
сибеп	4
сибә	6
сибәли	3
сибәргә	3
сигез	89
сигезаяк	3
сигезгә	6
сигездә	15
сигездән	5
сигезенче	15
сигнал	68
сигналдан	3
сигнализация	8
сигналлар	5
сигналларны	6
сигналлары	4
сигналларын	5
сигналны	20
сигналы	29
сигналын	16
сигәк	3
сигән	3
сидек	4
сизгер	15
сизгерлек	9
сизгән	4
сизде	11
сиздегезме	3
сиздем	12
сиздермичә	10
сиздеңме	4
сизелеп	8
сизелерлек	8
сизелми	4
сизелмичә	3
сизелә	17
сиземләү	3
сизеп	11
сизми	10
сизмим	8
сизмәгән	4
сизмәде	12
сизмәдем	8
сизмәс	4
сизү	9
сизүем	7
сизә	18
сизәм	40
сизәсезме	6
сизәсең	4
сизәсеңме	11
сикер	15
сикергән	9
сикерде	12
сикердем	6
сикерегез	3
сикереп	38
сикерер	5
сикерергә	17
сикертеп	4
сикертә	3
сикерү	11
сикерүдән	3
сикерүче	3
